"book_name","editor","org_name","publisher","publish_date","period","edu_level","category"
"机械制图（第五版）","何铭新","同济大学","高等教育出版社",,"十五","本科",
"工程制图基础及计算机绘图","李爱华等","武汉理工大学、武汉科技学院","高等教育出版社",,"十五","本科",
"机械制图（第五版）、机械制图习题集（第四版）","崔长德","大连理工大学","高等教育出版社",,"十五","本科",
"画法几何学（第六版）、画法几何习题集（第四版）","高艳明","大连理工大学","高等教育出版社",,"十五","本科",
"机械制图","裘文言","上海理工大学","高等教育出版社",,"十五","本科",
"机械设计基础","石固欧","承德石油高等专科学校","高等教育出版社",,"十五","本科",
"机械制造基础实习（非机类）","周大恂、李平","洛阳工业高等专科学校","高等教育出版社",,"十五","本科",
"机械工程基础（第二版）","张绍甫","郑州工业高等专科学校","高等教育出版社",,"十五","本科",
"金属工艺学实习教材","张学政、李家枢","清华大学","高等教育出版社",,"十五","本科",
"机械设计基础学习与训练指南","张建中","山东科技大学","高等教育出版社",,"十五","本科",
"热加工工艺基础","严绍华","清华大学","高等教育出版社",,"十五","本科",
"机械设计","吴克坚","东南大学","高等教育出版社",,"十五","本科",
"机械制造基础","乔世民","上海第二工业大学","高等教育出版社",,"十五","本科",
"电工学——电子技术（第六版）(下册)","秦曾煌","哈尔滨工业大学","高等教育出版社",,"十五","本科",
"电工电子技术简明教程","谢克明","太原理工大学","高等教育出版社",,"十五","本科",
"电工电子实训","董儒胥","上海应用技术学院","高等教育出版社",,"十五","本科",
"现代制造技术","隋秀凛","哈尔滨理工大学","高等教育出版社",,"十五","本科",
"模具设计与制造","张荣清","南京工程学院","高等教育出版社",,"十五","本科",
"CAD/CAM应用软件——MasterCAM训练教程","韩旻","鹭江职业大学","高等教育出版社",,"十五","本科",
"数控加工编程及操作（配盘）","顾京","无锡职业技术学院","高等教育出版社",,"十五","本科",
"DSP技术及其应用","彭启琮","电子科技大学","高等教育出版社",,"十五","本科",
"高频电子线路","曾兴雯","西安电子科技大学","高等教育出版社",,"十五","本科",
"低频电子线路","傅丰林","西安电子科技大学","高等教育出版社",,"十五","本科",
"现代电子线路和技术实验简明教程","孙肖子、田根登","西安电子科技大学","高等教育出版社",,"十五","本科",
"微电子概论","郝跃","西安电子科技大学","高等教育出版社",,"十五","本科",
"可编程控制器原理及应用","孙平","河南机电高等专科学校","高等教育出版社",,"十五","本科",
"单片机原理与应用","张毅刚","哈尔滨工业大学","高等教育出版社",,"十五","本科",
"现代检测技术","周杏鹏","东南大学","高等教育出版社",,"十五","本科",
"信号与线性系统(第四版)(上、下)","管致中","东南大学","高等教育出版社",,"十五","本科",
"电磁场与电磁波","陈抗生","浙江大学","高等教育出版社",,"十五","本科",
"信息论与编码","仇佩亮","浙江大学","高等教育出版社",,"十五","本科",
"自动控制系统","李先允","南京工程学院","高等教育出版社",,"十五","本科",
"数字电子技术基础","杨志忠","南京工程学院","高等教育出版社",,"十五","本科",
"电子技术及其应用基础(模拟部分)","李哲英","北方交通大学","高等教育出版社",,"十五","本科",
"自动控制工程基础及应用","张小慧","番禺职业技术学院","高等教育出版社",,"十五","本科",
"电子技术课程设计","马建国","西南科技大学","高等教育出版社",,"十五","本科",
"光纤通信","林达权","西安翻译职业学院","高等教育出版社",,"十五","本科",
"电路理论基础（第三版）","陈希有、周长源","哈尔滨工业大学","高等教育出版社",,"十五","本科",
"通信电路原理(第二版)","董在望","清华大学","高等教育出版社",,"十五","本科",
"多媒体应用基础（第三版）（附光盘）","刘甘娜","大连海事大学","高等教育出版社",,"十五","本科",
"计算机图形学——原理、方法及应用（第二版）","潘云鹤","浙江大学","高等教育出版社",,"十五","本科",
"计算机软件技术基础（第二版）","麦中凡","北京航空航天大学","高等教育出版社",,"十五","本科",
"编译原理","陈意云","中国科学技术大学","高等教育出版社",,"十五","本科",
"微机原理与应用实训","赵欢","湖南计算机高等专科学校","高等教育出版社",,"十五","本科",
"计算机硬件技术基础","冯博琴","西安交通大学","高等教育出版社",,"十五","本科",
"信息安全概论","段云所","北京大学","高等教育出版社",,"十五","本科",
"多媒体技术及应用","游泽清","天津师范大学","高等教育出版社",,"十五","本科",
"微型计算机（Pertium系列）原理及接口技术","艾德才","天津大学","高等教育出版社",,"十五","本科",
"计算机应用基础","宋清龙","襄樊职业技术学院","高等教育出版社",,"十五","本科",
"常用信息技术（办公自动化）设备教程","窦振中","扬州大学","高等教育出版社",,"十五","本科",
"计算机组成原理及汇编语言","张思发","中国地质大学（武汉）","高等教育出版社",,"十五","本科",
"C＋＋程序设计","朱敏","东南大学","高等教育出版社",,"十五","本科",
"计算机文化基础（第三版）","龚沛曾、陆慰民","同济大学","高等教育出版社",,"十五","本科",
"VisualFoxpro程序设计","李淑华","辽宁商务职业学院","高等教育出版社",,"十五","本科",
"计算机公共基础","刘钢","同济大学","高等教育出版社",,"十五","本科",
"VisualFoxPro6.0程序设计","李珍香","太原理工大学阳泉学院","高等教育出版社",,"十五","本科",
"微型计算机组成原理","陆志才","南开大学","高等教育出版社",,"十五","本科",
"安装工程定额与预算","熊德敏","浙江建设职业技术学院","高等教育出版社",,"十五","本科",
"工程招投标与合同管理","刘钦","河南城建高等专科学校","高等教育出版社",,"十五","本科",
"工程技术经济","赵彬","重庆大学","高等教育出版社",,"十五","本科",
"大气污染控制工程(第二版)","郝吉明","清华大学","高等教育出版社",,"十五","本科",
"环境及水资源系统中的GIS技术","林学钰","吉林大学","高等教育出版社",,"十五","本科",
"单片机实训","邹振春","承德石油高等专科学校","高等教育出版社",,"十五","本科",
"数据结构","朱战立","西安石油学院","高等教育出版社",,"十五","本科",
"网络传播技术","匡文波","中国人民大学","高等教育出版社",,"十五","本科",
"数控加工工艺及设备","陈洪涛","四川工程职业技术学院","高等教育出版社",,"十五","本科",
"建筑装饰工程施工","严金楼","宁波高等专科学校","高等教育出版社",,"十五","本科",
"计算机公共基础教程（配教师用光盘）及上机实验指导（两本）","李存斌","华北电力大学（北京）","高等教育出版社",,"十五","本科",
"操作系统原理与WindowsNT系统","沈祥玖","济南交通高等专科学校","高等教育出版社",,"十五","本科",
"C语言程序设计习题解答及上机指导（两本）","廖雷","南京工程学院","高等教育出版社",,"十五","本科",
"网络操作系统应用及实验与实训（两本）","柳青","广州航海高等专科学校","高等教育出版社",,"十五","本科",
"机械制图（第二版）及习题集","李澄","扬州水运学院","高等教育出版社",,"十五","本科",
"机械制图测绘及学习与训练指导","王冰","承德石油高等专科学校","高等教育出版社",,"十五","本科",
"实用电子工程制图及习题集","童幸生","江汉大学","高等教育出版社",,"十五","本科",
"建筑工程制图（第二版）及习题集","何铭新等","同济大学","高等教育出版社",,"十五","本科",
"机械制造基础实习报告","胡大超","上海应用技术学院","高等教育出版社",,"十五","本科",
"机械CAD/CAM","方新","北京联合大学","高等教育出版社",,"十五","本科",
"数控机床故障诊断与维修","夏庆观","南京机械高等专科学校","高等教育出版社",,"十五","本科",
"汽车检测技术","编写组",,"高等教育出版社",,"十五","本科",
"模拟电子技术基础（第二版）","周良权","上海理工大学","高等教育出版社",,"十五","本科",
"高频电子线路（第三版）","胡宴如","南京工学院","高等教育出版社",,"十五","本科",
"移动通信实用技术","马芳芳","北京联合大学","高等教育出版社",,"十五","本科",
"电路","徐熙文","南京工学院","高等教育出版社",,"十五","本科",
